ID,date,history,reopenings,comments,numWords,score1,score2
MNG-2888,2007-03-20,"Date: 2008-03-07T12:12:39.121-08:00, From: Open To: Closed",0,2,37,1,-1
MNG-2886,2007-03-20,"Date: 2007-06-16T10:37:46.809-07:00, From: Open To: ClosedDate: 2007-06-16T23:27:26.627-07:00, From: Closed To: ReopenedDate: 2007-06-17T12:24:04.546-07:00, From: Reopened To: Closed",1,3,135,1,-1
MNG-2885,2007-03-19,"Date: 2007-04-07T15:37:09.352-07:00, From: Open To: Closed",0,0,2,1,-1
MNG-2884,2007-03-19,"Date: 2007-06-02T06:02:59.834-07:00, From: Open To: Closed",0,0,2,1,-1
MNG-2883,2007-03-19,"Date: 2008-03-14T09:07:32.229-07:00, From: Open To: Closed",0,5,154,1,-1
MNG-2881,2007-03-18,"Date: 2008-03-07T06:09:34.306-08:00, From: Open To: ClosedDate: 2008-03-07T08:49:28.829-08:00, From: Closed To: ReopenedDate: 2008-03-07T08:49:50.873-08:00, From: Reopened To: Closed",1,4,98,1,-1
MNG-2880,2007-03-17,"Date: 2007-04-08T05:40:59.889-07:00, From: Open To: Closed",0,0,2,1,-1
MNG-2879,2007-03-16,"Date: 2009-12-29T10:45:45.135-08:00, From: Open To: Closed",0,19,760,1,-3
MNG-2878,2007-03-14,"Date: 2007-09-10T10:35:38.914-07:00, From: Open To: Closed",0,4,111,2,-1
MNG-2877,2007-03-14,"Date: 2007-03-18T12:04:05.254-07:00, From: Open To: Closed",0,11,719,3,-2
MNG-2876,2007-03-14,"Date: 2014-06-12T13:23:55.048-07:00, From: Open To: Closed",0,5,178,2,-2
MNG-2875,2007-03-14,"Date: 2009-12-29T12:36:13.957-08:00, From: Open To: Closed",0,0,2,1,-1
MNG-2874,2007-03-13,"Date: 2007-06-04T15:18:59.176-07:00, From: Open To: Closed",0,1,24,1,-1
MNG-2873,2007-03-13,"Date: 2008-08-28T10:30:20.877-07:00, From: Open To: Closed",0,6,225,1,-1
MNG-2872,2007-03-12,"Date: 2010-05-08T07:37:02.303-07:00, From: Open To: Closed",0,1,76,1,-1
MNG-2871,2007-03-12,"Date: 2007-09-02T12:55:04.488-07:00, From: Open To: Closed",0,15,751,3,-4
MNG-2870,2007-03-11,"Date: 2007-06-04T17:16:06.734-07:00, From: Open To: Closed",0,1,42,1,-1
MNG-2869,2007-03-11,"Date: 2007-05-31T10:05:57.749-07:00, From: Open To: Closed",0,1,29,1,-1
MNG-2868,2007-03-10,"Date: 2007-03-21T03:39:26.412-07:00, From: Open To: Closed",0,0,2,1,-1
MNG-2867,2007-03-10,"Date: 2007-03-11T03:52:43.057-07:00, From: Open To: Closed",0,2,32,2,-1
MNG-2866,2007-03-09,"Date: 2010-12-04T09:49:56.205-08:00, From: Open To: Closed",0,2,46,1,-3
MNG-2865,2007-03-09,"Date: 2007-03-09T03:04:29.306-08:00, From: Open To: Closed",0,1,33,1,-1
MNG-2864,2007-03-08,"Date: 2014-01-22T12:31:42.776-08:00, From: Open To: Closed",0,5,88,1,-1
MNG-2863,2007-03-08,"Date: 2007-03-27T03:31:38.857-07:00, From: Open To: Closed",0,3,208,1,-1
MNG-2861,2007-03-08,"Date: 2008-03-10T05:49:44.196-07:00, From: Open To: In ProgressDate: 2008-03-10T13:52:46.167-07:00, From: In Progress To: Closed",0,9,416,1,-2
MNG-2860,2007-03-06,"Date: 2007-06-02T10:40:59.026-07:00, From: Open To: Closed",0,3,72,1,-1
MNG-2858,2007-03-05,"Date: 2007-06-15T03:30:20.412-07:00, From: Open To: Closed",0,7,306,1,-1
MNG-2857,2007-03-05,"Date: 2014-01-19T10:06:45.302-08:00, From: Open To: Closed",0,1,45,1,-1
MNG-2856,2007-03-04,"Date: 2007-06-16T10:16:43.597-07:00, From: Open To: Closed",0,2,50,1,-1
MNG-3028,2007-03-02,"Date: 2009-12-29T12:38:21.025-08:00, From: Open To: Closed",0,6,296,1,-1
MNG-2853,2007-03-01,"Date: 2008-12-17T23:03:58.273-08:00, From: Open To: Closed",0,1,25,1,-1
MNG-2852,2007-02-27,"Date: 2018-03-16T15:37:33.974-07:00, From: Open To: Closed",0,4,136,1,-1
MNG-2851,2007-02-27,"Date: 2007-09-02T12:52:13.244-07:00, From: Open To: Closed",0,3,198,3,-1
MNG-2849,2007-02-26,"Date: 2008-01-06T22:53:47.643-08:00, From: Open To: Closed",0,1,23,1,-1
MNG-2848,2007-02-24,"Date: 2008-01-07T22:11:38.998-08:00, From: Open To: ClosedDate: 2008-01-14T14:37:55.711-08:00, From: Closed To: ReopenedDate: 2008-03-11T08:24:48.779-07:00, From: Reopened To: Closed",1,8,321,3,-1
MNG-2847,2007-02-24,"Date: 2007-02-24T06:39:07.187-08:00, From: Open To: Closed",0,1,21,1,-1
MNG-2846,2007-02-24,"Date: 2007-02-24T06:39:58.878-08:00, From: Open To: Closed",0,1,21,1,-1
MNG-2845,2007-02-22,"Date: 2014-01-22T12:32:02.537-08:00, From: Open To: Closed",0,5,122,1,-1
MNG-2844,2007-02-22,"Date: 2007-02-22T11:32:39.435-08:00, From: Open To: Closed",0,1,26,1,-1
MNG-2843,2007-02-22,"Date: 2007-03-10T12:16:13.990-08:00, From: Open To: Closed",0,1,35,1,-1
MNG-3226,2007-02-22,"Date: 2010-04-04T09:00:51.955-07:00, From: Open To: Closed",0,2,158,3,-1
MNG-2841,2007-02-22,"Date: 2008-12-18T00:10:52.374-08:00, From: Open To: Closed",0,1,32,1,-1
MNG-2839,2007-02-21,"Date: 2010-12-04T09:43:43.894-08:00, From: Open To: Closed",0,5,195,1,-1
MNG-2837,2007-02-19,"Date: 2007-06-04T17:16:56.533-07:00, From: Open To: Closed",0,2,129,1,-1
