ID,date,history,reopenings,comments,numWords,score1,score2
QPID-8177,2018-04-30,,0,0,2,1,-1
QPID-8176,2018-04-27,"Date: 2018-04-27T08:10:01.069-07:00, From: Open To: In ProgressDate: 2018-04-27T08:10:32.246-07:00, From: In Progress To: ReviewableDate: 2018-05-01T07:37:02.350-07:00, From: Reviewable To: Resolved",0,3,134,1,-1
QPID-8175,2018-04-26,,0,0,2,1,-1
QPID-8174,2018-04-24,"Date: 2018-04-24T10:01:59.238-07:00, From: Open To: Closed",0,2,41,1,-1
QPID-8173,2018-04-24,,0,0,2,1,-1
QPID-8172,2018-04-24,,0,1,107,1,-2
QPID-8171,2018-04-24,"Date: 2018-04-24T09:26:06.948-07:00, From: Open To: Resolved",0,3,114,2,-1
QPID-8170,2018-04-21,"Date: 2018-04-21T14:48:53.255-07:00, From: Open To: Resolved",0,3,58,1,-1
QPID-8169,2018-04-20,"Date: 2018-04-20T14:22:41.775-07:00, From: Open To: Resolved",0,1,37,1,-1
QPID-8168,2018-04-20,,0,0,2,1,-1
QPID-8167,2018-04-16,,0,0,2,1,-1
QPID-8166,2018-04-15,,0,1,37,1,-1
QPID-8165,2018-04-13,,0,0,2,1,-1
QPID-8164,2018-04-12,"Date: 2018-04-19T09:48:16.941-07:00, From: Open To: In ProgressDate: 2018-04-19T09:48:32.917-07:00, From: In Progress To: ReviewableDate: 2018-04-23T03:44:01.679-07:00, From: Reviewable To: Resolved",0,6,147,2,-1
QPID-8163,2018-04-12,"Date: 2018-04-16T15:12:20.293-07:00, From: Open To: Resolved",0,3,73,1,-1
QPID-8162,2018-04-12,,0,0,2,1,-1
QPID-8161,2018-04-12,,0,1,140,1,-2
QPID-8160,2018-04-11,"Date: 2018-04-12T09:35:02.957-07:00, From: Open To: In ProgressDate: 2018-04-17T09:50:11.717-07:00, From: In Progress To: ReviewableDate: 2018-04-17T09:50:35.947-07:00, From: Reviewable To: Resolved",0,4,97,1,-1
QPID-8159,2018-04-11,"Date: 2018-04-11T03:49:38.712-07:00, From: Open To: Resolved",0,1,36,1,-1
QPID-8158,2018-04-09,,0,17,381,1,-2
QPID-8157,2018-04-09,,0,0,2,1,-1
QPID-8156,2018-04-09,,0,0,2,1,-1
QPID-8155,2018-04-04,"Date: 2018-04-21T14:56:30.199-07:00, From: Open To: Resolved",0,2,22,1,-1
QPID-8154,2018-04-03,,0,0,2,1,-1
QPID-8153,2018-04-03,"Date: 2018-04-05T08:31:23.959-07:00, From: Open To: In ProgressDate: 2018-04-05T08:31:27.291-07:00, From: In Progress To: ReviewableDate: 2018-04-16T06:26:12.332-07:00, From: Reviewable To: Resolved",0,6,177,2,-1
QPID-8152,2018-04-03,"Date: 2018-04-03T08:54:09.901-07:00, From: Open To: Resolved",0,3,347,1,-2
QPID-8151,2018-04-01,,0,2,55,1,-1
