ID,date,history,reopenings,comments,numWords,score1,score2
ZEPPELIN-1837,2016-12-19,"Date: 2016-12-19T00:33:25.168-08:00, From: Open To: In ProgressDate: 2017-01-18T16:49:48.737-08:00, From: In Progress To: Resolved",0,19,1896,3,-2
ZEPPELIN-1836,2016-12-16,,0,0,2,1,-1
ZEPPELIN-1835,2016-12-16,"Date: 2016-12-19T19:37:01.266-08:00, From: Open To: Resolved",0,4,207,3,-3
ZEPPELIN-1834,2016-12-16,"Date: 2016-12-19T10:03:08.415-08:00, From: Open To: Resolved",0,4,517,2,-2
ZEPPELIN-1833,2016-12-16,"Date: 2016-12-23T09:47:54.270-08:00, From: Open To: Resolved",0,6,296,2,-2
ZEPPELIN-1832,2016-12-16,"Date: 2017-03-16T07:54:47.073-07:00, From: Open To: Resolved",0,26,2055,2,-2
ZEPPELIN-1831,2016-12-16,"Date: 2016-12-26T05:32:27.325-08:00, From: Open To: Resolved",0,7,399,3,-2
ZEPPELIN-1830,2016-12-16,,0,0,2,1,-1
ZEPPELIN-1829,2016-12-16,"Date: 2016-12-16T03:18:58.182-08:00, From: Open To: Closed",0,1,40,1,-1
ZEPPELIN-1828,2016-12-15,"Date: 2017-02-06T02:19:26.535-08:00, From: Open To: In ProgressDate: 2017-02-06T06:36:18.761-08:00, From: In Progress To: OpenDate: 2017-02-13T00:58:58.265-08:00, From: Open To: In ProgressDate: 2017-03-03T07:58:59.046-08:00, From: In Progress To: OpenDate: 2017-03-31T01:24:56.450-07:00, From: Open To: In ProgressDate: 2017-04-21T21:44:33.640-07:00, From: In Progress To: Resolved",2,3,289,1,-2
ZEPPELIN-1827,2016-12-15,,0,0,2,1,-1
ZEPPELIN-1826,2016-12-15,"Date: 2017-01-05T18:06:34.040-08:00, From: Open To: Resolved",0,8,712,2,-2
ZEPPELIN-1825,2016-12-15,"Date: 2017-01-08T03:10:57.130-08:00, From: Open To: Resolved",0,14,750,3,-2
ZEPPELIN-1824,2016-12-15,,0,7,1023,4,-3
ZEPPELIN-1823,2016-12-15,,0,0,2,1,-1
ZEPPELIN-1822,2016-12-15,,0,0,2,1,-1
ZEPPELIN-1821,2016-12-15,"Date: 2017-01-29T15:05:14.872-08:00, From: Open To: Resolved",0,16,580,3,-2
ZEPPELIN-1820,2016-12-15,"Date: 2017-04-21T02:18:46.899-07:00, From: Open To: Resolved",0,5,266,3,-2
ZEPPELIN-1819,2016-12-15,,0,0,2,1,-1
ZEPPELIN-1818,2016-12-15,"Date: 2016-12-15T00:26:21.189-08:00, From: Open To: In ProgressDate: 2016-12-19T09:47:17.329-08:00, From: In Progress To: Resolved",0,6,436,3,-2
ZEPPELIN-1817,2016-12-14,,0,11,558,3,-2
ZEPPELIN-1816,2016-12-14,"Date: 2016-12-19T09:42:46.014-08:00, From: Open To: Resolved",0,6,339,1,-2
