ID,history,reopenings,comments,score1,score2
AIRFLOW-2284,"Date: 2018-04-09T01:20:24.721-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2283,,0,0,1,-1
AIRFLOW-2282,"Date: 2018-04-04T14:20:52.459-07:00, From: Open To: In ProgressDate: 2018-04-04T14:23:08.986-07:00, From: In Progress To: OpenDate: 2018-04-04T14:24:06.721-07:00, From: Open To: In ProgressDate: 2018-04-05T00:00:38.560-07:00, From: In Progress To: Resolved",1,3,1,-1
AIRFLOW-2281,"Date: 2018-04-09T01:51:49.985-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2280,,0,0,1,-1
AIRFLOW-2279,,0,0,1,-1
AIRFLOW-2278,"Date: 2018-04-03T07:55:31.920-07:00, From: Open To: In Progress",0,4,2,-1
AIRFLOW-2277,,0,0,1,-1
AIRFLOW-2276,,0,0,1,-1
AIRFLOW-2275,,0,0,1,-1
AIRFLOW-2274,"Date: 2018-04-02T10:00:20.721-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2273,"Date: 2018-04-05T18:39:41.189-07:00, From: Open To: Resolved",0,2,1,-2
AIRFLOW-2272,,0,9,2,-1
AIRFLOW-2271,,0,2,1,-1
AIRFLOW-2270,,0,1,1,-1
AIRFLOW-2269,"Date: 2018-03-31T02:25:49.927-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2268,,0,0,1,-1
AIRFLOW-2267,"Date: 2018-04-02T11:30:42.467-07:00, From: Open To: In Progress",0,0,1,-1
AIRFLOW-2266,,0,0,1,-1
AIRFLOW-2265,,0,1,2,-2
AIRFLOW-2264,"Date: 2018-03-28T14:10:15.328-07:00, From: Open To: Resolved",0,2,1,-2
AIRFLOW-2263,,0,0,1,-1
AIRFLOW-2262,,0,0,1,-1
AIRFLOW-2261,"Date: 2018-03-28T04:37:16.011-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2260,"Date: 2018-03-27T14:42:34.091-07:00, From: Open To: In ProgressDate: 2018-03-28T07:59:23.103-07:00, From: In Progress To: Resolved",0,4,1,-1
AIRFLOW-2259,"Date: 2018-03-31T02:20:07.977-07:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2258,"Date: 2018-03-27T07:42:31.522-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2257,,0,1,1,-2
AIRFLOW-2256,"Date: 2018-04-09T01:21:03.654-07:00, From: Open To: Resolved",0,2,2,-1
AIRFLOW-2255,,0,0,1,-1
AIRFLOW-2254,,0,3,2,-1
AIRFLOW-2253,,0,1,1,-1
AIRFLOW-2252,"Date: 2018-04-06T10:00:49.772-07:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2251,"Date: 2018-03-26T13:05:38.563-07:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2250,,0,0,1,-1
AIRFLOW-2249,"Date: 2018-03-26T12:24:50.976-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2248,"Date: 2018-03-23T18:03:04.630-07:00, From: Open To: Resolved",0,3,3,-1
AIRFLOW-2247,"Date: 2018-03-26T12:26:49.701-07:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2246,"Date: 2018-03-23T07:41:57.126-07:00, From: Open To: Closed",0,2,1,-2
AIRFLOW-2245,,0,0,1,-1
AIRFLOW-2244,"Date: 2018-03-26T12:29:44.830-07:00, From: Open To: ResolvedDate: 2018-04-02T12:16:22.494-07:00, From: Resolved To: Closed",0,4,1,-1
AIRFLOW-2243,,0,0,1,-1
AIRFLOW-2242,,0,0,1,-1
AIRFLOW-2241,"Date: 2018-03-22T10:13:12.086-07:00, From: Open To: Closed",0,1,1,-1
AIRFLOW-2240,,0,0,1,-1
AIRFLOW-2239,,0,0,1,-1
AIRFLOW-2238,,0,1,1,-1
AIRFLOW-2237,,0,0,1,-1
AIRFLOW-2236,,0,3,1,-2
AIRFLOW-2235,"Date: 2018-03-22T14:43:17.991-07:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2234,,0,0,1,-1
AIRFLOW-2233,"Date: 2018-03-31T02:17:23.431-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2232,"Date: 2018-03-20T19:03:35.408-07:00, From: Open To: Resolved",0,2,1,-2
AIRFLOW-2231,,0,6,3,-1
AIRFLOW-2230,,0,0,1,-1
AIRFLOW-2229,,0,0,1,-1
AIRFLOW-2228,"Date: 2018-03-26T12:15:59.539-07:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2227,,0,0,1,-1
AIRFLOW-2226,"Date: 2018-03-19T14:02:31.907-07:00, From: Open To: Resolved",0,2,1,-2
AIRFLOW-2225,"Date: 2018-03-19T01:41:46.914-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2224,,0,0,1,-1
AIRFLOW-2223,"Date: 2018-03-23T13:23:30.528-07:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2222,,0,0,1,-1
AIRFLOW-2221,,0,2,1,-1
AIRFLOW-2220,"Date: 2018-03-15T21:50:42.852-07:00, From: Open To: In ProgressDate: 2018-03-16T04:30:49.772-07:00, From: In Progress To: Resolved",0,4,1,-1
AIRFLOW-2219,,0,0,1,-1
AIRFLOW-2218,,0,0,1,-1
AIRFLOW-2217,"Date: 2018-03-28T14:24:08.232-07:00, From: Open To: Resolved",0,3,1,-2
AIRFLOW-2216,,0,0,1,-1
AIRFLOW-2215,"Date: 2018-03-15T01:06:46.770-07:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2214,,0,1,2,-2
AIRFLOW-2213,,0,0,1,-1
AIRFLOW-2212,"Date: 2018-03-19T14:56:17.707-07:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2211,"Date: 2018-03-19T11:50:53.020-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2210,"Date: 2018-03-12T15:43:54.987-07:00, From: Open To: In ProgressDate: 2018-03-13T12:42:01.687-07:00, From: In Progress To: Resolved",0,1,1,-1
AIRFLOW-2209,"Date: 2018-04-10T00:05:48.967-07:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2208,,0,0,1,-1
AIRFLOW-2207,"Date: 2018-03-12T11:05:35.111-07:00, From: Open To: Resolved",0,3,3,-1
AIRFLOW-2206,"Date: 2018-03-12T11:07:10.922-07:00, From: Open To: Resolved",0,3,3,-1
AIRFLOW-2205,"Date: 2018-03-13T08:53:37.272-07:00, From: Open To: Resolved",0,3,3,-1
AIRFLOW-2204,"Date: 2018-03-12T11:08:36.544-07:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2203,"Date: 2018-03-14T01:23:54.652-07:00, From: Open To: Closed",0,6,1,-2
AIRFLOW-2202,"Date: 2018-03-20T12:28:39.878-07:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2201,,0,1,1,-1
AIRFLOW-2200,"Date: 2018-04-05T00:28:22.140-07:00, From: Open To: Resolved",0,4,3,-1
AIRFLOW-2199,"Date: 2018-03-08T06:43:37.979-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2198,"Date: 2018-03-08T04:50:24.607-08:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2197,,0,1,1,-2
AIRFLOW-2196,,0,0,1,-1
AIRFLOW-2195,,0,0,1,-1
AIRFLOW-2194,,0,0,1,-1
AIRFLOW-2193,,0,1,1,-1
AIRFLOW-2192,,0,0,1,-1
AIRFLOW-2191,"Date: 2018-03-08T05:01:42.065-08:00, From: Open To: ResolvedDate: 2018-03-09T14:55:42.981-08:00, From: Resolved To: Closed",0,3,1,-1
AIRFLOW-2190,,0,3,1,-1
AIRFLOW-2189,"Date: 2018-03-08T13:10:50.493-08:00, From: Open To: Closed",0,1,1,-2
AIRFLOW-2188,"Date: 2018-03-07T06:02:55.517-08:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2187,"Date: 2018-03-06T16:45:45.121-08:00, From: Open To: In ProgressDate: 2018-03-06T17:49:27.513-08:00, From: In Progress To: Resolved",0,1,1,-1
AIRFLOW-2186,"Date: 2018-03-07T01:28:24.655-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2185,"Date: 2018-03-15T01:02:24.704-07:00, From: Open To: Resolved",0,5,2,-1
AIRFLOW-2184,,0,1,1,-2
AIRFLOW-2183,"Date: 2018-03-14T01:22:05.153-07:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2182,,0,0,1,-1
AIRFLOW-2181,"Date: 2018-03-05T13:20:59.743-08:00, From: Open To: In ProgressDate: 2018-03-07T00:50:35.716-08:00, From: In Progress To: Resolved",0,3,1,-1
AIRFLOW-2180,,0,0,1,-1
AIRFLOW-2179,,0,1,1,-1
AIRFLOW-2178,"Date: 2018-04-04T00:21:00.630-07:00, From: Open To: Resolved",0,3,2,-2
AIRFLOW-2177,"Date: 2018-03-06T01:23:19.333-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2176,"Date: 2018-03-06T01:24:34.990-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2175,"Date: 2018-03-06T13:04:30.907-08:00, From: Open To: Resolved",0,4,2,-2
AIRFLOW-2174,"Date: 2018-03-04T09:13:00.949-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2173,"Date: 2018-03-06T01:35:27.521-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2172,,0,0,1,-1
AIRFLOW-2171,"Date: 2018-03-04T08:57:44.856-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2170,"Date: 2018-03-02T15:36:58.546-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2169,"Date: 2018-03-02T13:45:47.959-08:00, From: Open To: In ProgressDate: 2018-03-09T17:43:08.674-08:00, From: In Progress To: Resolved",0,3,1,-1
AIRFLOW-2168,"Date: 2018-03-02T12:49:03.826-08:00, From: Open To: In ProgressDate: 2018-03-06T01:28:59.744-08:00, From: In Progress To: Resolved",0,2,1,-1
AIRFLOW-2167,,0,0,1,-1
AIRFLOW-2166,"Date: 2018-03-02T14:42:42.202-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2165,,0,1,1,-1
AIRFLOW-2164,,0,0,1,-1
AIRFLOW-2163,"Date: 2018-03-05T12:19:08.090-08:00, From: Open To: Resolved",0,0,1,-1
AIRFLOW-2162,"Date: 2018-04-10T18:15:22.060-07:00, From: Open To: Resolved",0,4,1,-1
AIRFLOW-2161,"Date: 2018-02-28T23:37:56.311-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2160,"Date: 2018-02-28T23:48:07.032-08:00, From: Open To: Resolved",0,3,1,-2
AIRFLOW-2159,"Date: 2018-03-01T21:41:37.559-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2158,"Date: 2018-03-05T07:52:04.455-08:00, From: Open To: Closed",0,1,1,-1
AIRFLOW-2157,,0,0,1,-1
AIRFLOW-2156,,0,1,1,-1
AIRFLOW-2155,,0,0,1,-1
AIRFLOW-2154,,0,0,1,-1
AIRFLOW-2153,,0,0,1,-1
AIRFLOW-2152,"Date: 2018-02-27T13:30:31.130-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2151,"Date: 2018-02-28T07:18:11.879-08:00, From: Open To: Resolved",0,7,2,-1
AIRFLOW-2150,"Date: 2018-03-01T11:46:35.518-08:00, From: Open To: In ProgressDate: 2018-03-20T12:27:59.127-07:00, From: In Progress To: Resolved",0,1,1,-1
AIRFLOW-2149,"Date: 2018-02-28T07:23:04.862-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2148,,0,0,1,-1
AIRFLOW-2147,"Date: 2018-03-02T00:30:25.820-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2146,"Date: 2018-02-25T03:16:51.226-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2145,,0,0,1,-1
AIRFLOW-2144,,0,0,1,-1
AIRFLOW-2143,,0,2,1,-1
AIRFLOW-2142,"Date: 2018-02-24T07:11:40.561-08:00, From: Open To: Resolved",0,2,1,-2
AIRFLOW-2141,,0,0,1,-1
AIRFLOW-2140,"Date: 2018-03-12T04:12:58.944-07:00, From: Open To: Resolved",0,3,2,-1
AIRFLOW-2139,"Date: 2018-02-24T11:48:37.923-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2138,"Date: 2018-03-09T13:22:45.379-08:00, From: Open To: Resolved",0,2,1,-2
AIRFLOW-2137,"Date: 2018-02-22T06:19:47.606-08:00, From: Open To: Closed",0,3,1,-1
AIRFLOW-2136,,0,0,1,-1
AIRFLOW-2135,"Date: 2018-02-21T13:30:22.746-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2134,"Date: 2018-02-21T13:11:09.528-08:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2133,"Date: 2018-02-21T13:06:53.770-08:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2132,"Date: 2018-02-28T23:49:25.326-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2131,"Date: 2018-02-22T19:40:53.428-08:00, From: Open To: Resolved",0,3,3,-2
AIRFLOW-2130,"Date: 2018-02-23T07:32:25.617-08:00, From: Open To: Resolved",0,3,3,-1
AIRFLOW-2129,"Date: 2018-03-04T09:14:17.318-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2128,,0,4,1,-1
AIRFLOW-2127,"Date: 2018-02-25T03:22:15.778-08:00, From: Open To: ResolvedDate: 2018-04-08T13:31:10.677-07:00, From: Resolved To: Closed",0,5,1,-1
AIRFLOW-2126,"Date: 2018-02-20T09:08:30.962-08:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2125,"Date: 2018-02-24T07:16:24.564-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2124,"Date: 2018-03-21T03:53:15.353-07:00, From: Open To: Resolved",0,7,3,-1
AIRFLOW-2123,"Date: 2018-03-05T14:49:24.711-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2122,"Date: 2018-02-19T06:07:01.159-08:00, From: Open To: ClosedDate: 2018-02-20T06:41:20.208-08:00, From: Closed To: ReopenedDate: 2018-02-24T06:55:49.606-08:00, From: Reopened To: Resolved",1,7,2,-1
AIRFLOW-2121,,0,0,1,-1
AIRFLOW-2120,,0,0,1,-1
AIRFLOW-2119,,0,2,1,-3
AIRFLOW-2118,"Date: 2018-03-05T17:02:03.169-08:00, From: Open To: Closed",0,4,1,-2
AIRFLOW-2117,,0,0,1,-1
AIRFLOW-2116,"Date: 2018-02-16T01:46:01.840-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2115,"Date: 2018-02-16T03:39:21.101-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2114,,0,0,1,-1
AIRFLOW-2113,"Date: 2018-02-16T01:49:42.813-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2112,"Date: 2018-02-16T01:47:31.622-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2111,,0,0,1,-1
AIRFLOW-2110,"Date: 2018-02-15T09:44:25.911-08:00, From: Open To: In Progress",0,1,1,-1
AIRFLOW-2109,"Date: 2018-02-14T21:42:40.642-08:00, From: Open To: In Progress",0,4,2,-1
AIRFLOW-2108,"Date: 2018-02-17T01:14:38.975-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2107,"Date: 2018-02-15T08:19:04.062-08:00, From: Open To: In Progress",0,0,1,-1
AIRFLOW-2106,"Date: 2018-03-08T04:51:33.413-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2105,,0,2,1,-2
AIRFLOW-2104,,0,0,1,-1
AIRFLOW-2103,,0,1,1,-1
AIRFLOW-2102,"Date: 2018-02-25T03:25:26.519-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2101,,0,1,1,-2
AIRFLOW-2100,"Date: 2018-02-12T08:27:37.034-08:00, From: Open To: Resolved",0,4,1,-1
AIRFLOW-2099,"Date: 2018-02-11T11:45:40.305-08:00, From: Open To: In Progress",0,1,1,-1
AIRFLOW-2098,"Date: 2018-02-10T23:53:31.917-08:00, From: Open To: In ProgressDate: 2018-02-10T23:54:36.275-08:00, From: In Progress To: Open",1,0,1,-1
AIRFLOW-2097,"Date: 2018-02-28T01:13:07.382-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2096,,0,0,1,-1
AIRFLOW-2095,"Date: 2018-02-10T08:25:37.382-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2094,"Date: 2018-02-09T11:57:10.951-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2093,,0,0,1,-1
AIRFLOW-2092,"Date: 2018-02-09T04:45:28.211-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2091,"Date: 2018-02-09T04:23:47.576-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2090,"Date: 2018-02-09T03:26:18.915-08:00, From: Open To: Resolved",0,2,1,-2
AIRFLOW-2089,"Date: 2018-02-16T02:00:19.497-08:00, From: Open To: Resolved",0,2,2,-1
AIRFLOW-2088,"Date: 2018-02-09T04:24:43.996-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2087,"Date: 2018-02-25T03:14:29.990-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2086,,0,1,2,-1
AIRFLOW-2085,"Date: 2018-02-10T08:19:47.634-08:00, From: Open To: Resolved",0,3,2,-1
AIRFLOW-2084,,0,0,1,-1
AIRFLOW-2083,"Date: 2018-02-09T01:10:12.049-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2082,,0,1,2,-1
AIRFLOW-2081,,0,0,1,-1
AIRFLOW-2080,"Date: 2018-02-08T12:44:01.277-08:00, From: Open To: Resolved",0,2,1,-2
AIRFLOW-2079,"Date: 2018-02-07T11:57:28.128-08:00, From: Open To: In Progress",0,0,1,-1
AIRFLOW-2078,"Date: 2018-02-08T12:47:25.425-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2077,"Date: 2018-02-08T12:42:54.648-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2076,,0,0,1,-1
AIRFLOW-2075,,0,1,2,-1
AIRFLOW-2074,"Date: 2018-02-07T00:31:44.977-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2073,"Date: 2018-02-08T12:51:50.311-08:00, From: Open To: Resolved",0,7,2,-2
AIRFLOW-2072,,0,1,2,-1
AIRFLOW-2071,,0,0,1,-1
AIRFLOW-2070,,0,0,1,-1
AIRFLOW-2069,"Date: 2018-02-07T02:40:29.641-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2068,,0,2,1,-1
AIRFLOW-2067,,0,0,1,-1
AIRFLOW-2066,"Date: 2018-02-09T01:05:01.939-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2065,"Date: 2018-03-02T03:38:40.300-08:00, From: Open To: Resolved",0,5,1,-2
AIRFLOW-2064,,0,0,1,-1
AIRFLOW-2063,"Date: 2018-02-05T01:48:35.860-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2062,,0,0,1,-1
AIRFLOW-2061,,0,0,1,-1
AIRFLOW-2060,"Date: 2018-03-24T01:03:06.816-07:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2059,"Date: 2018-03-02T00:28:42.365-08:00, From: Open To: Resolved",0,3,1,-4
AIRFLOW-2058,,0,1,1,-1
AIRFLOW-2057,"Date: 2018-02-01T17:18:22.634-08:00, From: Open To: Closed",0,1,1,-1
AIRFLOW-2056,,0,0,1,-1
AIRFLOW-2055,"Date: 2018-02-03T11:05:57.340-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2054,,0,0,1,-1
AIRFLOW-2053,"Date: 2018-02-02T00:31:54.447-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2052,,0,1,1,-1
AIRFLOW-2051,,0,0,1,-1
AIRFLOW-2050,"Date: 2018-01-31T02:07:12.635-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2049,,0,0,1,-1
AIRFLOW-2048,"Date: 2018-02-05T04:41:03.022-08:00, From: Open To: Closed",0,1,1,-1
AIRFLOW-2047,,0,2,1,-1
AIRFLOW-2046,"Date: 2018-02-05T04:36:32.254-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2045,,0,1,1,-2
AIRFLOW-2044,"Date: 2018-01-31T03:58:53.597-08:00, From: Open To: Resolved",0,2,2,-1
AIRFLOW-2043,"Date: 2018-01-30T04:27:33.209-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2042,,0,1,1,-1
AIRFLOW-2041,,0,0,1,-1
AIRFLOW-2040,"Date: 2018-02-05T07:31:37.683-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2039,"Date: 2018-02-02T00:34:23.776-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2038,"Date: 2018-02-05T11:52:50.381-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2037,"Date: 2018-01-31T03:52:32.866-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2036,,0,0,1,-1
AIRFLOW-2035,,0,0,1,-1
AIRFLOW-2034,"Date: 2018-02-25T03:33:23.436-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2033,"Date: 2018-01-26T02:28:39.521-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2032,,0,0,1,-1
AIRFLOW-2031,"Date: 2018-01-25T11:51:56.235-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2030,"Date: 2018-01-26T11:03:31.572-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2029,"Date: 2018-01-25T10:36:28.393-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2028,"Date: 2018-01-24T15:40:16.852-08:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2027,"Date: 2018-04-09T01:22:34.026-07:00, From: Open To: Resolved",0,5,1,-2
AIRFLOW-2026,"Date: 2018-01-31T18:46:00.400-08:00, From: Open To: Resolved",0,0,1,-1
AIRFLOW-2025,"Date: 2018-01-23T09:07:41.508-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2024,,0,1,1,-1
AIRFLOW-2023,,0,1,1,-1
AIRFLOW-2022,,0,0,1,-1
AIRFLOW-2021,"Date: 2018-01-22T20:48:23.497-08:00, From: Open To: Closed",0,3,2,-2
AIRFLOW-2020,,0,0,1,-1
AIRFLOW-2019,"Date: 2018-01-22T00:50:57.312-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2018,"Date: 2018-02-07T02:46:08.051-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2017,"Date: 2018-01-21T09:09:12.005-08:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2016,"Date: 2018-01-24T07:24:29.962-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-2015,"Date: 2018-01-28T11:41:39.105-08:00, From: Open To: Resolved",0,2,1,-1
AIRFLOW-2014,"Date: 2018-02-07T11:32:25.948-08:00, From: Open To: Resolved",0,3,2,-1
AIRFLOW-2013,,0,1,1,-2
AIRFLOW-2012,,0,0,1,-1
AIRFLOW-2011,,0,0,1,-1
AIRFLOW-2010,,0,0,1,-1
AIRFLOW-2009,,0,0,1,-1
AIRFLOW-2008,"Date: 2018-01-18T04:57:24.356-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2007,"Date: 2018-02-03T06:08:59.281-08:00, From: Open To: Closed",0,1,1,-1
AIRFLOW-2006,"Date: 2018-01-15T07:28:06.765-08:00, From: Open To: In ProgressDate: 2018-01-25T13:39:26.819-08:00, From: In Progress To: Resolved",0,3,1,-1
AIRFLOW-2005,"Date: 2018-01-15T05:33:33.294-08:00, From: Open To: Closed",0,0,1,-1
AIRFLOW-2004,"Date: 2018-01-15T12:05:01.780-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2003,"Date: 2018-01-15T12:12:29.185-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-2002,"Date: 2018-01-15T12:07:54.514-08:00, From: Open To: Resolved",0,4,1,-1
AIRFLOW-2001,,0,0,1,-1
AIRFLOW-2000,"Date: 2018-01-16T09:33:14.115-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-1999,"Date: 2018-01-12T12:24:16.146-08:00, From: Open To: In Progress",0,0,1,-1
AIRFLOW-1998,,0,0,1,-1
AIRFLOW-1997,"Date: 2018-01-12T09:00:24.232-08:00, From: Open To: Resolved",0,1,1,-1
AIRFLOW-1996,"Date: 2018-01-12T06:55:34.950-08:00, From: Open To: Resolved",0,5,1,-1
AIRFLOW-1995,"Date: 2018-01-12T06:08:55.569-08:00, From: Open To: ResolvedDate: 2018-01-12T09:41:43.937-08:00, From: Resolved To: Closed",0,3,1,-1
AIRFLOW-1994,"Date: 2018-01-12T00:36:47.725-08:00, From: Open To: Resolved",0,3,1,-1
AIRFLOW-1993,,0,0,1,-1
AIRFLOW-1992,,0,0,1,-1
AIRFLOW-1991,,0,0,1,-1
AIRFLOW-1990,,0,0,1,-1
AIRFLOW-1989,,0,0,1,-1
