ID,history,reopenings,comments,score1,score2
ZOOKEEPER-2873,"Date: 2017-10-16T13:59:20.828-07:00, From: Open To: In ProgressDate: 2017-12-05T02:48:21.249-08:00, From: In Progress To: Open",1,1,1,-1
ZOOKEEPER-2872,,0,15,3,-3
ZOOKEEPER-2871,,0,1,1,-1
ZOOKEEPER-2870,"Date: 2017-08-10T13:15:04.727-07:00, From: Open To: Resolved",0,6,1,-2
ZOOKEEPER-2869,,0,3,3,-2
ZOOKEEPER-2868,"Date: 2017-08-07T12:18:23.400-07:00, From: Open To: Patch Available",0,1,1,-1
ZOOKEEPER-2867,,0,22,2,-3
ZOOKEEPER-2866,"Date: 2017-08-09T20:16:36.569-07:00, From: Open To: Resolved",0,1,1,-1
ZOOKEEPER-2865,"Date: 2017-08-05T21:22:55.867-07:00, From: Open To: Resolved",0,11,1,-2
ZOOKEEPER-2864,"Date: 2017-08-10T13:06:04.372-07:00, From: Open To: Resolved",0,8,1,-2
ZOOKEEPER-2863,"Date: 2017-08-04T10:53:56.700-07:00, From: Open To: Resolved",0,1,1,-1
ZOOKEEPER-2862,"Date: 2017-08-03T11:35:46.289-07:00, From: Open To: Resolved",0,4,1,-2
ZOOKEEPER-2861,"Date: 2017-08-18T15:30:49.793-07:00, From: Open To: Resolved",0,8,2,-2
ZOOKEEPER-2860,,0,2,1,-1
ZOOKEEPER-2859,"Date: 2017-08-12T22:22:05.005-07:00, From: Open To: Resolved",0,15,1,-2
ZOOKEEPER-2858,,0,8,2,-2
ZOOKEEPER-2857,,0,1,1,-1
ZOOKEEPER-2856,"Date: 2017-07-25T02:37:55.775-07:00, From: Open To: Patch AvailableDate: 2017-07-26T17:25:03.852-07:00, From: Patch Available To: Resolved",0,10,2,-2
ZOOKEEPER-2855,,0,2,1,-2
ZOOKEEPER-2854,,0,0,1,-1
ZOOKEEPER-2853,"Date: 2017-08-03T11:41:59.495-07:00, From: Open To: Resolved",0,15,2,-2
ZOOKEEPER-2852,"Date: 2017-08-03T11:28:51.691-07:00, From: Open To: Resolved",0,6,1,-2
ZOOKEEPER-2851,,0,0,1,-1
ZOOKEEPER-2850,,0,0,1,-1
ZOOKEEPER-2849,,0,27,3,-2
ZOOKEEPER-2848,,0,0,1,-1
ZOOKEEPER-2847,,0,0,1,-1
ZOOKEEPER-2846,,0,7,1,-2
ZOOKEEPER-2845,"Date: 2018-02-23T15:20:00.066-08:00, From: Open To: Resolved",0,77,4,-3
ZOOKEEPER-2844,,0,2,1,-1
ZOOKEEPER-2843,,0,9,3,-2
ZOOKEEPER-2842,,0,10,3,-2
ZOOKEEPER-2841,"Date: 2017-08-01T08:48:54.041-07:00, From: Open To: Resolved",0,69,3,-4
ZOOKEEPER-2840,,0,3,1,-2
ZOOKEEPER-2839,,0,0,1,-1
ZOOKEEPER-2838,,0,0,1,-1
ZOOKEEPER-2837,,0,4,1,-2
ZOOKEEPER-2836,,0,26,2,-3
ZOOKEEPER-2835,,0,4,2,-2
ZOOKEEPER-2834,"Date: 2017-10-09T11:10:05.799-07:00, From: Open To: Resolved",0,1,1,-1
ZOOKEEPER-2833,,0,0,1,-1
ZOOKEEPER-2832,"Date: 2017-07-02T12:41:57.465-07:00, From: Open To: Patch AvailableDate: 2017-07-02T12:42:11.197-07:00, From: Patch Available To: Open",1,1,1,-1
ZOOKEEPER-2831,,0,0,1,-1
ZOOKEEPER-2830,,0,0,1,-1
ZOOKEEPER-2829,"Date: 2017-08-24T11:57:50.615-07:00, From: Open To: Resolved",0,12,3,-2
ZOOKEEPER-2828,,0,0,1,-1
ZOOKEEPER-2827,,0,3,1,-2
ZOOKEEPER-2826,,0,4,2,-2
ZOOKEEPER-2825,,0,15,2,-2
ZOOKEEPER-2824,"Date: 2018-02-01T15:27:50.060-08:00, From: Open To: Resolved",0,17,4,-2
ZOOKEEPER-2823,,0,2,1,-2
ZOOKEEPER-2822,,0,2,1,-2
ZOOKEEPER-2821,,0,4,2,-2
ZOOKEEPER-2820,,0,0,1,-1
ZOOKEEPER-2819,"Date: 2017-07-06T09:49:16.164-07:00, From: Open To: Resolved",0,45,3,-2
ZOOKEEPER-2818,"Date: 2017-07-03T22:56:59.642-07:00, From: Open To: Resolved",0,16,2,-2
ZOOKEEPER-2817,,0,1,2,-1
ZOOKEEPER-2816,"Date: 2017-06-25T15:16:32.372-07:00, From: Open To: Resolved",0,6,1,-1
ZOOKEEPER-2815,"Date: 2017-06-25T15:07:43.695-07:00, From: Open To: Resolved",0,8,2,-1
ZOOKEEPER-2814,,0,24,1,-4
ZOOKEEPER-2813,,0,0,1,-1
ZOOKEEPER-2812,,0,0,1,-1
ZOOKEEPER-2811,"Date: 2017-07-06T09:53:36.962-07:00, From: Open To: Resolved",0,5,1,-2
ZOOKEEPER-2810,,0,0,1,-1
ZOOKEEPER-2809,"Date: 2017-08-24T08:28:24.320-07:00, From: Open To: In ProgressDate: 2017-09-01T05:28:07.938-07:00, From: In Progress To: Patch AvailableDate: 2017-09-11T15:08:10.680-07:00, From: Patch Available To: Resolved",0,12,1,-2
ZOOKEEPER-2808,"Date: 2017-06-18T10:23:34.328-07:00, From: Open To: Resolved",0,10,2,-2
ZOOKEEPER-2807,,0,27,4,-3
ZOOKEEPER-2806,"Date: 2018-03-26T11:27:05.262-07:00, From: Open To: Resolved",0,11,3,-2
ZOOKEEPER-2805,"Date: 2017-06-12T16:29:14.213-07:00, From: Open To: Resolved",0,1,1,-1
ZOOKEEPER-2804,"Date: 2017-08-18T14:39:57.370-07:00, From: Open To: Resolved",0,38,2,-2
ZOOKEEPER-2803,"Date: 2017-06-09T14:23:44.758-07:00, From: Open To: Resolved",0,3,3,-2
ZOOKEEPER-2802,,0,3,1,-3
ZOOKEEPER-2801,,0,11,3,-2
ZOOKEEPER-2800,,0,9,4,-2
ZOOKEEPER-2799,,0,1,4,-1
ZOOKEEPER-2798,"Date: 2017-06-08T08:54:27.684-07:00, From: Open To: Resolved",0,13,3,-2
ZOOKEEPER-2797,"Date: 2017-05-31T20:46:18.794-07:00, From: Open To: Resolved",0,16,3,-2
ZOOKEEPER-2796,"Date: 2017-05-30T10:44:24.766-07:00, From: Open To: Resolved",0,5,1,-2
ZOOKEEPER-2795,"Date: 2017-11-21T09:39:44.028-08:00, From: Open To: Resolved",0,11,4,-3
ZOOKEEPER-2794,,0,0,1,-1
ZOOKEEPER-2793,,0,10,3,-3
ZOOKEEPER-2792,"Date: 2017-07-24T10:40:03.838-07:00, From: Open To: Resolved",0,26,3,-2
ZOOKEEPER-2791,,0,1,4,-2
ZOOKEEPER-2790,,0,4,4,-1
ZOOKEEPER-2789,,0,32,3,-3
ZOOKEEPER-2788,"Date: 2017-05-31T20:56:16.970-07:00, From: Open To: Resolved",0,12,4,-2
ZOOKEEPER-2787,,0,0,1,-1
ZOOKEEPER-2786,"Date: 2017-06-15T15:36:17.880-07:00, From: Open To: ResolvedDate: 2017-06-19T13:14:27.354-07:00, From: Resolved To: ReopenedDate: 2017-06-30T13:44:15.135-07:00, From: Reopened To: ResolvedDate: 2017-07-13T13:35:40.324-07:00, From: Resolved To: ReopenedDate: 2017-08-09T11:31:48.134-07:00, From: Reopened To: Resolved",2,34,4,-2
ZOOKEEPER-2785,"Date: 2017-05-18T14:15:23.923-07:00, From: Open To: Resolved",0,9,2,-2
ZOOKEEPER-2784,,0,53,3,-3
ZOOKEEPER-2783,"Date: 2017-06-11T11:59:46.172-07:00, From: Open To: Resolved",0,3,1,-1
ZOOKEEPER-2782,,0,0,1,-1
ZOOKEEPER-2781,,0,6,3,-2
ZOOKEEPER-2780,,0,0,1,-1
ZOOKEEPER-2779,,0,33,3,-3
ZOOKEEPER-2778,,0,8,3,-2
ZOOKEEPER-2777,"Date: 2017-09-11T14:29:38.842-07:00, From: Open To: Resolved",0,35,2,-4
ZOOKEEPER-2776,,0,0,1,-1
ZOOKEEPER-2775,"Date: 2017-05-14T20:58:25.452-07:00, From: Open To: Patch AvailableDate: 2017-06-12T16:18:39.072-07:00, From: Patch Available To: Resolved",0,42,2,-3
ZOOKEEPER-2774,"Date: 2017-05-18T14:31:31.424-07:00, From: Open To: Resolved",0,24,2,-2
ZOOKEEPER-2773,"Date: 2018-01-17T01:51:23.981-08:00, From: Open To: Patch AvailableDate: 2018-01-17T01:52:05.614-08:00, From: Patch Available To: Open",1,2,1,-1
ZOOKEEPER-2772,"Date: 2017-05-17T07:32:49.241-07:00, From: Open To: Resolved",0,8,1,-2
ZOOKEEPER-2771,,0,0,1,-1
ZOOKEEPER-2770,"Date: 2017-05-02T14:23:41.669-07:00, From: Open To: Patch Available",0,108,4,-4
ZOOKEEPER-2769,"Date: 2017-10-13T15:58:01.941-07:00, From: Open To: Resolved",0,5,1,-2
ZOOKEEPER-2768,,0,2,2,-1
ZOOKEEPER-2767,"Date: 2017-05-26T16:04:23.264-07:00, From: Open To: Resolved",0,10,2,-2
ZOOKEEPER-2766,,0,3,2,-1
ZOOKEEPER-2765,,0,8,1,-2
ZOOKEEPER-2764,"Date: 2017-04-20T01:10:21.927-07:00, From: Open To: ResolvedDate: 2017-05-17T20:43:54.309-07:00, From: Resolved To: Closed",0,2,1,-1
ZOOKEEPER-2763,"Date: 2017-04-19T23:31:18.622-07:00, From: Open To: In Progress",0,42,3,-2
ZOOKEEPER-2762,"Date: 2017-05-24T20:03:56.930-07:00, From: Open To: Resolved",0,35,3,-3
ZOOKEEPER-2761,,0,1,1,-1
ZOOKEEPER-2760,"Date: 2017-04-18T18:10:37.464-07:00, From: Open To: Patch Available",0,1,1,-1
ZOOKEEPER-2759,"Date: 2017-04-27T14:15:27.217-07:00, From: Open To: Resolved",0,17,3,-2
ZOOKEEPER-2758,"Date: 2017-04-24T10:08:18.599-07:00, From: Open To: ResolvedDate: 2017-04-24T10:10:28.151-07:00, From: Open To: ReopenedDate: 2017-04-24T10:10:34.116-07:00, From: Reopened To: Resolved",1,7,2,-2
ZOOKEEPER-2757,"Date: 2017-05-26T15:52:57.091-07:00, From: Open To: Resolved",0,11,3,-2
