ID,date,history,reopenings,comments,numWords,score1,score2
CLOUDSTACK-10376,2018-05-02,,0,0,2,1,-1
CLOUDSTACK-10375,2018-05-02,,0,0,2,1,-1
CLOUDSTACK-10374,2018-04-26,,0,0,2,1,-1
CLOUDSTACK-10373,2018-04-25,,0,0,2,1,-1
CLOUDSTACK-10372,2018-04-24,,0,0,2,1,-1
CLOUDSTACK-10371,2018-04-24,,0,0,2,1,-1
CLOUDSTACK-10370,2018-04-24,,0,0,2,1,-1
CLOUDSTACK-10369,2018-04-24,,0,0,2,1,-1
CLOUDSTACK-10368,2018-04-24,,0,0,2,1,-1
CLOUDSTACK-10367,2018-04-24,,0,0,2,1,-1
CLOUDSTACK-10366,2018-04-24,,0,0,2,1,-1
CLOUDSTACK-10365,2018-04-24,,0,8,2126,1,-2
CLOUDSTACK-10364,2018-04-24,,0,7,768,2,-2
CLOUDSTACK-10363,2018-04-24,,0,9,1058,2,-2
CLOUDSTACK-10362,2018-04-24,,0,13,1835,2,-2
CLOUDSTACK-10361,2018-04-24,,0,0,2,1,-1
CLOUDSTACK-10360,2018-04-24,,0,10,942,2,-2
CLOUDSTACK-10359,2018-04-22,"Date: 2018-04-24T01:07:10.290-07:00, From: Open To: Resolved",0,10,984,2,-2
CLOUDSTACK-10358,2018-04-19,"Date: 2018-04-19T05:50:20.998-07:00, From: Open To: In ProgressDate: 2018-04-26T06:11:50.303-07:00, From: In Progress To: Resolved",0,2,92,1,-1
CLOUDSTACK-10357,2018-04-18,,0,11,1917,1,-2
CLOUDSTACK-10356,2018-04-14,"Date: 2018-04-26T06:04:36.067-07:00, From: Open To: Resolved",0,30,3850,2,-2
CLOUDSTACK-10355,2018-04-09,,0,1,33,1,-1
CLOUDSTACK-10354,2018-04-05,"Date: 2018-04-13T13:50:04.024-07:00, From: Open To: Resolved",0,0,2,1,-1
CLOUDSTACK-10353,2018-04-04,"Date: 2018-04-06T03:50:58.713-07:00, From: Open To: Closed",0,1,27,1,-1
CLOUDSTACK-10352,2018-04-03,"Date: 2018-04-03T12:55:44.792-07:00, From: Open To: Resolved",0,23,6543,2,-2
CLOUDSTACK-10351,2018-04-03,"Date: 2018-04-06T03:49:27.149-07:00, From: Open To: Closed",0,2,36,1,-1
CLOUDSTACK-10350,2018-04-03,"Date: 2018-04-06T03:56:36.407-07:00, From: Open To: Closed",0,2,26,1,-1
CLOUDSTACK-10349,2018-03-31,,0,0,2,1,-1
CLOUDSTACK-10348,2018-03-31,,0,16,1682,2,-3
CLOUDSTACK-10347,2018-03-27,,0,0,2,1,-1
CLOUDSTACK-10346,2018-03-27,"Date: 2018-03-27T12:07:41.822-07:00, From: Open To: In ProgressDate: 2018-03-27T12:24:04.651-07:00, From: In Progress To: ReviewableDate: 2018-04-19T07:48:01.225-07:00, From: Reviewable To: OpenDate: 2018-04-19T07:48:13.930-07:00, From: Open To: Closed",1,44,6056,3,-3
CLOUDSTACK-10345,2018-03-26,"Date: 2018-03-29T10:44:45.790-07:00, From: Open To: Resolved",0,0,2,1,-1
CLOUDSTACK-10344,2018-03-24,"Date: 2018-03-25T16:19:34.708-07:00, From: Open To: In ProgressDate: 2018-03-25T16:19:37.108-07:00, From: In Progress To: OpenDate: 2018-03-25T16:19:39.121-07:00, From: Open To: In ProgressDate: 2018-03-25T16:19:42.512-07:00, From: In Progress To: ReviewableDate: 2018-04-16T04:46:58.323-07:00, From: Reviewable To: Resolved",1,27,4939,2,-2
CLOUDSTACK-10343,2018-03-23,,0,0,2,1,-1
CLOUDSTACK-10342,2018-03-23,"Date: 2018-04-03T14:45:48.256-07:00, From: Open To: Resolved",0,0,2,1,-1
CLOUDSTACK-10341,2018-03-22,"Date: 2018-03-22T23:38:29.046-07:00, From: Open To: In ProgressDate: 2018-03-22T23:38:32.687-07:00, From: In Progress To: Reviewable",0,25,2851,2,-3
CLOUDSTACK-10340,2018-03-21,"Date: 2018-03-21T23:25:18.517-07:00, From: Open To: In ProgressDate: 2018-03-21T23:25:21.618-07:00, From: In Progress To: Reviewable",0,15,1127,2,-2
CLOUDSTACK-10339,2018-03-21,,0,0,2,1,-1
CLOUDSTACK-10338,2018-03-21,,0,0,2,1,-1
